authorid,name,university,rank_6yr,cnt_6yr,rank_12yr,cnt_12yr,rank_all,cnt_all,is_top1pct
5511,"Yu, Gwen",Harvard University,407,3,752,3,1070,3,0
3457,"Zerni, Mikko",University of Jyvaskyla,407,3,752,3,1070,3,0
732,"Zhang, Guochang",Hong Kong University of Science and Technology,407,3,286,6,301,9,0
2767,"Zhang, Ping",University of Toronto,407,3,393,5,301,9,0
4439,"Zhang, Tianyu",Chinese University of Hong Kong,407,3,752,3,1070,3,0
4581,"Zhang, Weining",Cheung Kong Graduate School of Business,407,3,752,3,1070,3,0
395,"Zhang, Yinglei",Chinese University of Hong Kong,407,3,547,4,833,4,0
548,"Zhang, Yun",George Washington University,407,3,393,5,667,5,0
3168,"Zhou, Yibin",University of Texas at Dallas,407,3,752,3,1070,3,0
4451,"Zhuang, Zili",Chinese University of Hong Kong,407,3,752,3,1070,3,0
293,"Zimbelman, Mark F.",Brigham Young University,407,3,393,5,446,7,0
2134,"Zutter, Chad J.",University of Pittsburgh,407,3,752,3,1070,3,0
2632,"Abernethy, Margaret A.",University of Melbourne,669,2,547,4,133,13,0
2410,"Albring, Susan M.",Syracuse University,669,2,752,3,1070,3,0
3242,"Alburquerque, Ana",Boston University,669,2,1047,2,1462,2,0
5163,"Alissa, Walid",HEC Paris,669,2,1047,2,1462,2,0
1205,"Anandarajan, Asokan A.",New Jersey`s Science and Technology University,669,2,1047,2,1070,3,0
3773,"Anantharaman, Divya","Rutgers, The State University of New Jersey",669,2,1047,2,1462,2,0
4425,"Andon, Paul",UNSW Sydney,669,2,1047,2,1462,2,0
2980,"Aranda, Carmen","IESE Business School, University of Navarra",669,2,1047,2,1462,2,0
2987,"Arellano, Javier","IESE Business School, University of Navarra",669,2,1047,2,1462,2,0
1052,"Arunachalam, Vairam",University of Missouri,669,2,286,6,372,8,0
2919,"Autrey, Romana L.",University of Illinois at Urbana-Champaign,669,2,1047,2,1462,2,0
647,"Baginski, Stephen P.",University of Georgia,669,2,393,5,197,11,0
2005,"Bagley, Penelope Lee",Appalachian State University,669,2,1047,2,1462,2,0
2255,"Bagnoli, Mark",Purdue University,669,2,547,4,543,6,0
4081,"Bailey, Wendy J.",Northeastern University,669,2,1047,2,1462,2,0
2227,"Baiman, Stanley",University of Pennsylvania,669,2,393,5,85,16,0
437,"Baldenius, Tim",New York University,669,2,159,8,230,10,0
2478,"Balsam, Steven",Temple University,669,2,286,6,230,10,0
648,"Bamber, E. Michael",University of Georgia,669,2,547,4,153,12,0
2548,"Bardhan, Indranil R.",University of Texas at Dallas,669,2,1047,2,1462,2,0
874,"Barniv, Ran",Kent State University,669,2,547,4,667,5,0
561,"Barton, Jan",Emory University,669,2,286,6,446,7,0
1193,"Bartov, Eli",New York University,669,2,211,7,85,16,0
3332,"Barua, Abhijit",Florida International University,669,2,1047,2,1462,2,0
2480,"Basu, Sudipta",Temple University,669,2,752,3,833,4,0
3904,"Baxter, Ryan J.",Boise State University,669,2,1047,2,1462,2,0
2435,"Beaver, William H.",Retired or Emeritus,669,2,159,8,57,18,0
4430,"Bebbington, Jan",University of St Andrews,669,2,1047,2,1462,2,0
804,"Beneish, Messod Daniel",Indiana University Bloomington,669,2,752,3,301,9,0
355,"Benford, Tanya S.",Florida Gulf Coast University,669,2,1047,2,1070,3,0
3571,"Berger, Leslie",Wilfrid Laurier University,669,2,1047,2,1462,2,0
3137,"Bernile, Gennaro",Singapore Management University,669,2,1047,2,1462,2,0
2396,"Bhattacharya, Nilabhra",Southern Methodist University,669,2,393,5,543,6,0
455,"Bhojraj, Sanjeev",Cornell University,669,2,211,7,446,7,0
448,"Biggs, Stanley F.",University of Connecticut,669,2,752,3,230,10,0
600,"Billings, Bruce K.",Florida State University,669,2,752,3,667,5,0
1194,"Billings, Mary Brooke",New York University,669,2,1047,2,1462,2,0
802,"Blacconiere, Walter G.",Deceased,669,2,752,3,446,7,0
5307,"Blankespoor, Elizabeth",Stanford University,669,2,1047,2,1462,2,0
4311,"Blankley, Alan I.",University of North Carolina at Charlotte,669,2,547,4,833,4,0
601,"Blay, Allen D.",Florida State University,669,2,547,4,833,4,0
356,"Bobek Schmitt, Donna",University of South Carolina,669,2,286,6,543,6,0
1351,"Bouwens, Jan",Tilburg University,669,2,393,5,543,6,0
2946,"Bowen, Paul L.",Retired or Emeritus,669,2,547,4,833,4,0
3157,"Bowlin, Kendall O.",University of Mississippi,669,2,1047,2,1462,2,0
2844,"Boylan, Scott J.",Washington and Lee University,669,2,752,3,833,4,0
4386,"Bozanic, Zahn",The Ohio State University,669,2,1047,2,1462,2,0
2947,"Bradley, Wray E.",University of Tulsa,669,2,1047,2,1462,2,0
694,"Bradshaw, Mark T.",Boston College,669,2,286,6,446,7,0
5121,"Bratten, Brian",University of Kentucky,669,2,1047,2,1462,2,0
3498,"Brewster, Billy",University of Texas at Arlington,669,2,1047,2,1462,2,0
5061,"Brink, Alisa G.",Virginia Commonwealth University,669,2,1047,2,1462,2,0
1526,"Brown, Jason L.",Indiana University Bloomington,669,2,1047,2,1462,2,0
5082,"Brown, Timothy",University of Illinois at Urbana-Champaign,669,2,1047,2,1462,2,0
1362,"Bryant-Kutcher, Lisa A.",Colorado State University,669,2,547,4,667,5,0
3768,"Bryer, Alice Rose",IE University,669,2,1047,2,1462,2,0
1366,"Burney, Laurie",Baylor University,669,2,547,4,833,4,0
283,"Burton, F. Greg",Brigham Young University,669,2,547,4,446,7,0
492,"Byard, Donal",Baruch College-The City University of New York,669,2,547,4,833,4,0
74,"Callahan, Carolyn M.",University of Louisville,669,2,752,3,667,5,0
3788,"Cao, Ying",Chinese University of Hong Kong,669,2,1047,2,1462,2,0
3529,"Cao, Zhiyan",University of Washington-Tacoma,669,2,1047,2,1462,2,0
4191,"Carnaghan, Carla",University of Lethbridge,669,2,1047,2,1462,2,0
3240,"Cecchini, Mark",University of South Carolina,669,2,1047,2,1462,2,0
2207,"Chan, Kam C.",Pace University,669,2,1047,2,833,4,0
2786,"Chaney, Paul K.",Vanderbilt University,669,2,547,4,372,8,0
1995,"Chang, Linda",UNSW Sydney,669,2,1047,2,1462,2,0
404,"Chen, Charles Jieping.",China Europe International Business school,669,2,752,3,667,5,0
4541,"Chen, Chen",University of Auckland,669,2,1047,2,1462,2,0
3337,"Chen, Hanwen",Xiamen University,669,2,1047,2,1462,2,0
5131,"Chen, Long",George Mason University,669,2,1047,2,1462,2,0
734,"Chen, Shimin",China Europe International Business school,669,2,1047,2,1070,3,0
726,"Chen, Tai-Yuan",Hong Kong University of Science and Technology,669,2,752,3,1070,3,0
5099,"Chen, Wei",UNSW Sydney,669,2,1047,2,1462,2,0
5594,"Chen, Yunhao",Florida International University,669,2,1047,2,1462,2,0
3299,"Chi, Hsin-yi",National Chung Hsing University,669,2,1047,2,1462,2,0
3326,"Chi, Wuchun",Not Found,669,2,1047,2,1462,2,0
3298,"Chin, Chen-Lung",National Chengchi University,669,2,1047,2,1462,2,0
446,"Cho, Charles H.",ESSEC Business School,669,2,752,3,1070,3,0
5285,"Choi, Sunhwa",Lancaster University,669,2,1047,2,1462,2,0
4363,"Christensen, Brant E.",Texas A&M University,669,2,1047,2,1462,2,0
1179,"Chua, Wai Fong",UNSW Sydney,669,2,393,5,114,14,0
5075,"Chuk, Elizabeth C.",University of Southern California,669,2,1047,2,1462,2,0
5348,"Chyz, James A.",University of Tennessee Knoxville,669,2,1047,2,1462,2,0
3678,"Ciftci, Mustafa",American University of Sharjah,669,2,1047,2,1462,2,0
5438,"Clinton, Sarah B.",University of Tennessee Knoxville,669,2,1047,2,1462,2,0
3490,"Collier, Philip A.",University of Melbourne,669,2,1047,2,1462,2,0
3297,"Collins, Denton L.",Texas Tech University,669,2,1047,2,1462,2,0
5297,"Cong, Yu",Morgan State University,669,2,1047,2,1462,2,0
1414,"Cools, Martine",Not Found,669,2,1047,2,1462,2,0
3111,"Cormier, Denis",University of Quebec at Montreal,669,2,1047,2,1462,2,0
3275,"Corona, Carlos",Carnegie Mellon University,669,2,1047,2,1462,2,0
3553,"Costello, Anna M.",Massachusetts Institute of Technology,669,2,1047,2,1462,2,0
5629,"Crossler, Robert E.",Mississippi State University,669,2,1047,2,1462,2,0
458,"D`Souza, Julia M.",Cornell University,669,2,752,3,301,9,0
4389,"Dalton, Derek",Clemson University,669,2,1047,2,1462,2,0
493,"Darrough, Masako N.",Baruch College-The City University of New York,669,2,547,4,446,7,0
764,"Das, Somnath",University of Illinois at Chicago,669,2,752,3,372,8,0
3928,"Daugherty, Brian",University of Wisconsin-Milwaukee,669,2,1047,2,1462,2,0
3318,"Davidson, Bruce",University of West Florida,669,2,1047,2,1462,2,0
2744,"Davila, Antonio","IESE Business School, University of Navarra",669,2,91,10,153,12,0
2190,"Davis, Angela K.",University of Oregon,669,2,286,6,543,6,0
141,"Davis, Shawn M.",Not Found,669,2,1047,2,1462,2,0
3023,"Davison, Jane","Royal Holloway, University of London",669,2,1047,2,1462,2,0
5322,"De Simone, Lisa",Stanford University,669,2,1047,2,1462,2,0
2562,"De Waegenaere, Anja",Tilburg University,669,2,393,5,667,5,0
5368,"deHaan, Ed",Stanford University,669,2,1047,2,1462,2,0
2965,"Dehning, Bruce",Chapman University,669,2,752,3,1070,3,0
3793,"Demerjian, Peter R.",University of Washington,669,2,1047,2,1462,2,0
952,"Deumes, Rogier",Maastricht University,669,2,1047,2,1462,2,0
3428,"Diaz, Michelle Chandler",Texas A&M University,669,2,1047,2,1462,2,0
1009,"Dichev, Ilia D.",Emory University,669,2,547,4,543,6,0
1037,"Dickhaut, John W.",Deceased,669,2,752,3,543,6,0
3775,"Dickinson, Victoria",University of Mississippi,669,2,1047,2,1462,2,0
2213,"Dirsmith, Mark W.",Pennsylvania State University,669,2,393,5,70,17,0
3799,"Donohoe, Michael P.",University of Illinois at Urbana-Champaign,669,2,1047,2,1462,2,0
773,"Doogar, Rajib K.",University of Illinois at Urbana-Champaign,669,2,752,3,833,4,0
5320,"Dou, Yiwei",New York University,669,2,1047,2,1462,2,0
5104,"Du, Hui",University of Houston-Clear Lake,669,2,1047,2,1462,2,0
2969,"Dull, Richard B.",West Virginia University,669,2,1047,2,1070,3,0
575,"Dunn, Kimberly",Florida Atlantic University,669,2,752,3,1070,3,0
113,"Earley, Christine E.",Providence College,669,2,393,5,543,6,0
3342,"Ederhof, Merle",Not Found,669,2,1047,2,1462,2,0
334,"Edwards, John Richard",Cardiff University,669,2,547,4,667,5,0
5132,"Ege, Matthew",University of Florida,669,2,1047,2,1462,2,0
1275,"Eilifsen, Aasmund",Norwegian School of Economics,669,2,752,3,1070,3,0
2778,"Eining, Martha M.",University of Utah,669,2,752,3,372,8,0
3489,"Elbashir, Mohamed Z.",Qatar University,669,2,1047,2,1462,2,0
496,"Elliott, John A.",University of Connecticut,669,2,752,3,372,8,0
4362,"Emett, Scott A.",Cornell University,669,2,1047,2,1462,2,0
4578,"Evans, Mark E.",Wake Forest University,669,2,1047,2,1462,2,0
641,"Fairfield, Patricia M.",Georgetown University,669,2,547,4,372,8,0
958,"Fargher, Neil L.",Australian National University,669,2,752,3,301,9,0
1484,"Fatemi, Darius J.",Northern Kentucky University,669,2,1047,2,1462,2,0
2356,"Favere-Marchesi, Michael",Simon Fraser University,669,2,547,4,833,4,0
1486,"Fee, C. Edward",Michigan State University,669,2,752,3,1070,3,0
3222,"Feldmann , Dorothy A.",Bentley University,669,2,1047,2,1462,2,0
298,"Feltham, Gerald A.",Retired or Emeritus,669,2,159,8,21,23,1
3169,"Ferri, Fabrizio",Columbia University in the City of New York,669,2,1047,2,1462,2,0
3229,"Fleming, Damon M.",San Diego State University,669,2,1047,2,1462,2,0
2975,"Gailly, Frederik",Ghent University,669,2,1047,2,1462,2,0
410,"Ganguly, Ananda R.",Claremont McKenna College,669,2,547,4,667,5,0
3145,"Gao, Feng",University of Illinois at Chicago,669,2,1047,2,1462,2,0
3160,"Garcia Lara, Juan Manuel",Universidad Carlos III de Madrid,669,2,1047,2,1462,2,0
3302,"Gassen, Joachim",Humboldt-Universitat zu Berlin,669,2,1047,2,1462,2,0
653,"Gaver, Jennifer J.",University of Georgia,669,2,547,4,114,14,0
2976,"Geerts, Guido L.",University of Delaware,669,2,547,4,543,6,0
1507,"Gerdin, Jonas",Orebro University,669,2,547,4,833,4,0
2171,"Ghosh, Dipankar",University of Oklahoma,669,2,752,3,230,10,0
2710,"Gibbins, Michael",Retired or Emeritus,669,2,286,6,153,12,0
1038,"Gigler, Frank B.",University of Minnesota,669,2,286,6,114,14,0
3800,"Gill, Steven L.",San Diego State University,669,2,1047,2,1462,2,0
2300,"Gillett, Peter R.","Rutgers, The State University of New Jersey",669,2,752,3,667,5,0
2216,"Givoly, Dan",Pennsylvania State University,669,2,547,4,446,7,0
343,"Glover, Jonathan C.",Carnegie Mellon University,669,2,393,5,133,13,0
1523,"Goex, Robert F.",University of Zurich,669,2,752,3,833,4,0
4055,"Gold, Anna",Vrije (VU) University Amsterdam,669,2,1047,2,1462,2,0
5491,"Goncharov, Igor",WHU - Otto Beisheim School of Management,669,2,1047,2,1462,2,0
3592,"Gong, James Jianxin",California State University Fullerton,669,2,1047,2,1462,2,0
43,"Goodman, Theodore H.",Purdue University,669,2,752,3,1070,3,0
2925,"Graham, Cameron",York University,669,2,547,4,833,4,0
2392,"Gramlich, Jeffrey D.",Washington State University,669,2,752,3,543,6,0
870,"Gramling, Audrey A.",Colorado State University,669,2,752,3,543,6,0
5107,"Green, Peter",University of Queensland,669,2,1047,2,1462,2,0
3796,"Gronewold, Ulfert",University of Potsdam,669,2,1047,2,1462,2,0
344,"Gu, Zhaoyang",Chinese University of Hong Kong,669,2,393,5,543,6,0
5084,"Guenin-Paracini, Henri",Laval University,669,2,1047,2,1462,2,0
3544,"Guiral, Andres",Yonsei University,669,2,1047,2,1462,2,0
155,"Gupta, Sanjay",Michigan State University,669,2,547,4,372,8,0
3279,"Hafzalla, Nader M.",Deceased,669,2,1047,2,1462,2,0
2592,"Hall, Thomas W.",University of Texas at Arlington,669,2,1047,2,667,5,0
4495,"Hampton, Clark",University of Waterloo,669,2,1047,2,1462,2,0
3512,"Han, Jun",University of Hong Kong,669,2,752,3,1070,3,0
3277,"Hansen, Thomas Bowe",Virginia Tech,669,2,1047,2,1462,2,0
1556,"Hartmann, Frank G. H.",Erasmus University Rotterdam,669,2,393,5,446,7,0
2675,"Hayn, Carla K.","University of California, Los Angeles",669,2,547,4,372,8,0
698,"Healy, Paul M.",Harvard University,669,2,547,4,301,9,0
4422,"Heinle, Mirko S.",University of Pennsylvania,669,2,1047,2,1462,2,0
3179,"Hennes, Karen M.",University of Oklahoma,669,2,1047,2,1462,2,0
3680,"Herda, David N",North Dakota State University,669,2,1047,2,1462,2,0
465,"Hesford, James W.",Cornell University,669,2,547,4,833,4,0
5404,"Hess, Traci J.",University of Massachusetts Amherst,669,2,1047,2,1462,2,0
3426,"Hewitt, Max",Indiana University Bloomington,669,2,1047,2,1462,2,0
829,"Hillegeist, Stephen A.",Arizona State University,669,2,393,5,543,6,0
1583,"Hirshleifer, David","University of California, Irvine",669,2,547,4,833,4,0
2887,"Holder-Webb, Lori M.",Western New England University,669,2,752,3,833,4,0
3573,"Hollingsworth, Carl",Clemson University,669,2,1047,2,1462,2,0
2585,"Homburg, Carsten",University of Cologne,669,2,1047,2,1462,2,0
5311,"Hong, Hyun A.","University of California, Riverside",669,2,1047,2,1462,2,0
4473,"Hoopes, Jeffrey L.",The Ohio State University,669,2,1047,2,1462,2,0
2201,"Hopwood, Anthony G.",Deceased,669,2,1047,2,1070,3,0
3466,"Horton, Joanne",University of Exeter,669,2,1047,2,1462,2,0
3437,"Houston, Joel F.",University of Florida,669,2,1047,2,1462,2,0
1601,"Huang, Allen H.",Hong Kong University of Science and Technology,669,2,1047,2,1462,2,0
3807,"Humphreys, Kerry A.",UNSW Sydney,669,2,1047,2,1462,2,0
105,"Hurtt, David N.",Baylor University,669,2,547,4,667,5,0
106,"Hurtt, R. Kathy",Baylor University,669,2,752,3,1070,3,0
262,"Hutton, Amy P.",Boston College,669,2,393,5,153,12,0
1078,"Hwang, Iny",Seoul National University,669,2,752,3,1070,3,0
2348,"Hwang, Lee-Seok",Seoul National University,669,2,547,4,667,5,0
1471,"JÃ¸rgensen, Brian",Not Found,669,2,1047,2,1462,2,0
669,"Jacobs, Fred A.",Retired or Emeritus,669,2,547,4,543,6,0
5413,"Jeanjean, Thomas",ESSEC Business School,669,2,1047,2,1462,2,0
2528,"Jennings, Ross",University of Texas at Austin,669,2,752,3,372,8,0
2172,"Jensen, Kevan L.",University of Oklahoma,669,2,393,5,446,7,0
4351,"Jia, Yonghong",Governors State University,669,2,1047,2,1462,2,0
1625,"Jin, Li",University of Oxford,669,2,1047,2,1462,2,0
3496,"Jin, Qinglu",Shanghai University of Finance and Economics,669,2,1047,2,1462,2,0
317,"Johnson, Nicole Bastian","University of California, Berkeley",669,2,752,3,1070,3,0
1662,"Jollineau, Jane",University of San Diego,669,2,211,7,114,14,0
2908,"Jones, Denise A.",College of William & Mary,669,2,547,4,833,4,0
2591,"Jones, Donald R.",Texas Tech University,669,2,547,4,446,7,0
5179,"Joyce, Yvonne",University of Glasgow,669,2,1047,2,1462,2,0
3802,"Jung, Michael J.",New York University,669,2,1047,2,1462,2,0
982,"Kanagaretnam, Kiridaran",York University,669,2,752,3,1070,3,0
636,"Kang, Sok-Hyon",George Washington University,669,2,752,3,301,9,0
1040,"Kanodia, Chandra",University of Minnesota,669,2,286,6,197,11,0
2441,"Kasznik, Ron",Stanford University,669,2,286,6,85,16,0
3354,"Keune, Timothy M.",University of Dayton,669,2,1047,2,1462,2,0
3208,"Kilfoyle, Eksa",University of Windsor,669,2,1047,2,1462,2,0
2498,"Kinney, Michael R.",Texas A&M University,669,2,547,4,543,6,0
107,"Kobelsky, Kevin W.",University of Michigan-Dearborn,669,2,1047,2,1462,2,0
3001,"Koch, Christopher",Johannes Gutenberg Universitat Mainz,669,2,1047,2,1462,2,0
2618,"Kopp, Lori S.",University of Lethbridge,669,2,547,4,833,4,0
3435,"Kornberger, Martin",Copenhagen Business School,669,2,1047,2,1462,2,0
2098,"Kozloski, Thomas M.",Saint Mary`s University,669,2,1047,2,1462,2,0
3359,"Kuhn Jr., John R.",University of South Florida,669,2,1047,2,1462,2,0
3360,"Kumar, Alok",University of Miami,669,2,1047,2,1462,2,0
3536,"Lambert, Caroline",HEC Montreal,669,2,1047,2,1462,2,0
3805,"Lambert, Tamara A.",Lehigh University,669,2,1047,2,1462,2,0
3361,"Langli, John Christian",BI Norwegian Business School,669,2,1047,2,1462,2,0
5092,"Larocque, Stephannie",University of Notre Dame,669,2,1047,2,1462,2,0
4432,"Larrinaga, Carlos",Universidad de Burgos,669,2,1047,2,1462,2,0
1696,"Larson, Chad R.",University of Houston,669,2,752,3,1070,3,0
3204,"Laux, Christian",Vienna University of Economics and Business,669,2,1047,2,1462,2,0
5101,"Laux, Rick C.",Pennsylvania State University,669,2,1047,2,1462,2,0
3681,"Lavelle, James J",University of Texas at Arlington,669,2,1047,2,1462,2,0
3491,"Lawrence, Alastair","University of California, Berkeley",669,2,1047,2,1462,2,0
1222,"Lee, Chih-Chen",Northern Illinois University,669,2,752,3,1070,3,0
4482,"Lee, Jay Junghun",University of Massachusetts Boston,669,2,1047,2,1462,2,0
4400,"Lee, Lian Fen",Boston College,669,2,1047,2,1462,2,0
2206,"Lee, Picheng",Pace University,669,2,1047,2,1462,2,0
672,"Lee, Yen-Jung",National Taiwan University,669,2,752,3,1070,3,0
5416,"Lee, Yong Gyu",Sungkyunkwan University,669,2,1047,2,1462,2,0
760,"Lehmann, Constance M.",University of Houston-Clear Lake,669,2,547,4,833,4,0
2383,"Leitch, Robert A.",University of South Carolina,669,2,286,6,230,10,0
3468,"Lerman, Alina",Yale University,669,2,1047,2,1462,2,0
4590,"Li, Bing",City University of Hong Kong,669,2,1047,2,1462,2,0
3500,"Li, Dan",Tsinghua University (Beijing),669,2,1047,2,1462,2,0
4569,"Li, Jing",Carnegie Mellon University,669,2,1047,2,1462,2,0
3579,"Li, Kevin Ke",University of Toronto,669,2,1047,2,1462,2,0
3365,"Li, Ningzhong",University of Texas at Dallas,669,2,1047,2,1462,2,0
3552,"Li, Ying",Practice,669,2,1047,2,1462,2,0
1718,"Li, Yue",University of Toronto,669,2,752,3,833,4,0
346,"Liang, Pierre Jinghong",Carnegie Mellon University,669,2,286,6,446,7,0
4444,"Lim, Youngdeok",UNSW Sydney,669,2,1047,2,1462,2,0
3527,"Lin, Hui",DePaul University,669,2,1047,2,1462,2,0
1726,"Lin, Yu-Chen",National Cheng-Kung University (Taiwan),669,2,1047,2,1462,2,0
2175,"Lipe, Marlys Gascho",University of South Carolina,669,2,547,4,372,8,0
5130,"Liu, Yanju",Singapore Management University,669,2,1047,2,1462,2,0
299,"Lo, Kin",University of British Columbia - Vancouver,669,2,393,5,543,6,0
2384,"Lopez, Thomas J.",University of Alabama,669,2,547,4,667,5,0
750,"Lu, Tong",University of Houston,669,2,752,3,1070,3,0
1023,"Luft, Joan L.",Retired or Emeritus,669,2,159,8,85,16,0
1739,"Lui, Gladie",Lingnan University,669,2,752,3,1070,3,0
1740,"Lukka, Kari",Turku School of Economics,669,2,752,3,446,7,0
2814,"Lynch, Luann J. -",,669,2,286,6,543,6,0
4498,"MacGregor, Jason E.",Baylor University,669,2,1047,2,1462,2,0
3129,"MacKenzie, Donald",University of Edinburgh,669,2,1047,2,1462,2,0
3673,"Madsen, Paul E",University of Florida,669,2,1047,2,1462,2,0
447,"Magnan, Michel L.","Concordia University, St. Paul",669,2,547,4,833,4,0
187,"Magro, Anne M.",George Mason University,669,2,393,5,446,7,0
585,"Maiga, Adam S.",Florida International University,669,2,547,4,833,4,0
1754,"Mansi, Sattar A.",Virginia Tech,669,2,547,4,833,4,0
338,"Marginson, David",University of Warwick,669,2,752,3,1070,3,0
502,"Marquardt, Carol A.",Baruch College-The City University of New York,669,2,123,9,230,10,0
2858,"Mashruwala, Raj",University of Calgary,669,2,752,3,1070,3,0
2889,"Matsumura, Ella Mae",University of Wisconsin-Madison,669,2,752,3,446,7,0
2961,"Matuszewski, Linda J.",Northern Illinois University,669,2,1047,2,1462,2,0
1764,"Maxwell, William F.",Southern Methodist University,669,2,752,3,1070,3,0
192,"Mazza, Cheri L.",Sacred Heart University,669,2,752,3,1070,3,0
2500,"McAnally, Mary Lea",Texas A&M University,669,2,211,7,301,9,0
879,"McDaniel, Linda S.",Retired or Emeritus,669,2,393,5,153,12,0
2443,"McNichols, Maureen F.",Stanford University,669,2,123,9,57,18,0
936,"Melendrez, Kevin D.",New Mexico State University,669,2,1047,2,1462,2,0
270,"Menon, Krishnagopal",Boston University,669,2,752,3,543,6,0
56,"Mercer, Molly",DePaul University,669,2,393,5,667,5,0
1795,"Miller, Darius P.",Southern Methodist University,669,2,393,5,667,5,0
3786,"Miller, Fabienne",Worcester Polytechnic Institute,669,2,1047,2,1462,2,0
3518,"Mintchik, Natalia",University of Cincinnati,669,2,1047,2,1462,2,0
913,"Mo, Phyllis Lai Lan",City University of Hong Kong,669,2,286,6,446,7,0
2198,"Moore, Jared A.",Oregon State University,669,2,1047,2,1462,2,0
5189,"Morales, JÃ©rÃ©my",ESCP Europe,669,2,1047,2,1462,2,0
1815,"Moroney, Robyn",Monash University,669,2,752,3,1070,3,0
1820,"Mouritsen, Jan",Copenhagen Business School,669,2,547,4,446,7,0
4511,"Munsif, Vishal",California State University San Bernardino,669,2,1047,2,1462,2,0
102,"Myring, Mark J.",Ball State University,669,2,752,3,1070,3,0
2495,"Neal, Terry L.",University of Tennessee Knoxville,669,2,286,6,446,7,0
3427,"Nekrasov, Alexander","University of California, Irvine",669,2,1047,2,1462,2,0
752,"Newberry, Kaye J.",University of Houston,669,2,393,5,230,10,0
3202,"Nicholls, Alex",University of Oxford,669,2,1047,2,1462,2,0
3034,"Nicolaou, Andreas I.",Bowling Green State University,669,2,752,3,833,4,0
1847,"North, David S.",University of Richmond,669,2,752,3,1070,3,0
631,"Nutter, Sarah E.",George Mason University,669,2,1047,2,833,4,0
3093,"O`Regan, Philip",University of Limerick,669,2,1047,2,1462,2,0
1851,"Ogneva, Maria",University of Southern California,669,2,393,5,667,5,0
59,"Ohlson, James A.",New York University,669,2,393,5,37,20,1
811,"Oler, Derek K.",Texas Tech University,669,2,752,3,1070,3,0
5312,"Pan, Carrie",Santa Clara University,669,2,1047,2,1462,2,0
60,"Pany, Kurt",Arizona State University,669,2,1047,2,543,6,0
797,"Patten, Dennis M.",Illinois State University,669,2,393,5,372,8,0
1050,"Payne, Elizabeth A.",University of Louisville,669,2,1047,2,1462,2,0
880,"Payne, Jeff L.",University of Kentucky,669,2,286,6,301,9,0
2615,"Peasnell, Ken V.",Lancaster University,669,2,393,5,667,5,0
2745,"Penalva, Fernando","IESE Business School, University of Navarra",669,2,752,3,1070,3,0
3044,"Pennington, Robin R.",North Carolina State University,669,2,752,3,1070,3,0
843,"Penno, Mark C.",University of Iowa,669,2,1047,2,230,10,0
3570,"Perols, Johan L.",University of San Diego,669,2,1047,2,1462,2,0
4492,"Petacchi, Reining",Massachusetts Institute of Technology,669,2,1047,2,1462,2,0
326,"Pincus, Morton","University of California, Irvine",669,2,286,6,301,9,0
2637,"Pinnuck, Matt",University of Melbourne,669,2,752,3,1070,3,0
4391,"Pippin, Sonja","University of Nevada, Reno",669,2,1047,2,1462,2,0
2400,"Pizzini, Mina J.",Naval Postgraduate School,669,2,393,5,667,5,0
1570,"Plehn-Dujowich, Jose M.",Temple University,669,2,1047,2,1462,2,0
2774,"Plumlee, Marlene A.",University of Utah,669,2,286,6,543,6,0
3422,"Pomeroy, Bradley",University of Waterloo,669,2,1047,2,1462,2,0
3381,"Pope, Kelly Richmond",DePaul University,669,2,1047,2,1462,2,0
929,"Power, Michael K.",London School of Economics and Political Science,669,2,752,3,230,10,0
567,"Pownall, Grace",Emory University,669,2,547,4,372,8,0
5171,"Prakash, Rachna",University of Mississippi,669,2,1047,2,1462,2,0
3194,"Preda, Alex",King`s College London,669,2,1047,2,1462,2,0
1877,"Pronk, Maarten",Erasmus University Rotterdam,669,2,752,3,1070,3,0
3269,"Puckett, Andy",University of Tennessee Knoxville,669,2,1047,2,1462,2,0
5352,"Qu, Hong",Pennsylvania State University,669,2,1047,2,1462,2,0
930,"Raman, Kartik",Bentley University,669,2,1047,2,1462,2,0
883,"Ramsay, Robert J.",University of Kentucky,669,2,393,5,230,10,0
5086,"Rau, P. Raghavendra",University of Cambridge,669,2,1047,2,1462,2,0
3221,"Read, William",Bentley University,669,2,1047,2,1462,2,0
755,"Rees, Lynn L.",Texas A&M University,669,2,393,5,372,8,0
937,"Reichelt, Kenneth",Louisiana State University,669,2,752,3,1070,3,0
2295,"Reimers, Jane L.",Retired or Emeritus,669,2,1047,2,372,8,0
4548,"Rennekamp, Kristina Marie",Cornell University,669,2,1047,2,1462,2,0
3465,"Reppenhagen, David A.",University of Florida,669,2,1047,2,1462,2,0
3386,"Resutek, Robert J.",University of Georgia,669,2,1047,2,1462,2,0
4560,"Rice, Sarah C.",Texas A&M University,669,2,1047,2,1462,2,0
798,"Rich, Jay S.",Illinois State University,669,2,547,4,667,5,0
2840,"Riley, Richard A.",West Virginia University,669,2,547,4,833,4,0
2260,"Ro, Byung T.",Purdue University,669,2,1047,2,833,4,0
3387,"Robertson, Jesse C.",University of North Texas,669,2,1047,2,1462,2,0
2415,"Robinson, Dahlia",University of South Florida,669,2,752,3,1070,3,0
339,"Robson, Keith",HEC Paris,669,2,393,5,197,11,0
3329,"Roelofsen, Erik",Erasmus University Rotterdam,669,2,1047,2,1462,2,0
