authorid,name,university,rank_6yr,cnt_6yr,rank_12yr,cnt_12yr,rank_all,cnt_all,is_top1pct
3361,"Langli, John Christian",BI Norwegian Business School,810,2,1233,2,1770,2,0
4432,"Larrinaga, Carlos",Universidad de Burgos,810,2,1233,2,1770,2,0
6428,"Law, Kelvin K. F.",Nanyang Technological University,810,2,1233,2,1770,2,0
460,"Lee, Charles M. C.",Stanford University,810,2,915,3,212,12,0
1222,"Lee, Chih-Chen",Northern Illinois University,810,2,646,4,1019,4,0
6536,"Lee, Joshua",University of Georgia,810,2,1233,2,1770,2,0
4427,"Lee, Lorraine S.",University of North Carolina Wilmington,810,2,1233,2,1770,2,0
5416,"Lee, Yong Gyu",Sungkyunkwan University,810,2,1233,2,1770,2,0
1002,"Lehavy, Reuven",University of Michigan,810,2,329,6,367,9,0
5327,"Leiby, Justin",University of Georgia,810,2,1233,2,1770,2,0
4590,"Li, Bing",City University of Hong Kong,810,2,1233,2,1770,2,0
3500,"Li, Dan",Tsinghua University (Beijing),810,2,1233,2,1770,2,0
4569,"Li, Jing",University of Hong Kong,810,2,1233,2,1770,2,0
1132,"Li, Shu-Hsing",National Taiwan University,810,2,1233,2,1331,3,0
1706,"Li, Wei",Kent State University,810,2,915,3,1331,3,0
3552,"Li, Ying",Practice,810,2,1233,2,1770,2,0
5369,"Liao, Pei-Cheng",National Taiwan University,810,2,1233,2,1770,2,0
2877,"Libby, Theresa",University of Waterloo,810,2,455,5,367,9,0
4444,"Lim, Youngdeok",UNSW Sydney,810,2,1233,2,1770,2,0
1133,"Lin, Chan-Jane",National Taiwan University,810,2,915,3,1019,4,0
596,"Lin, Haijin",University of Houston,810,2,185,8,454,8,0
3527,"Lin, Hui",DePaul University,810,2,1233,2,1770,2,0
584,"Lin, Stephen",Florida International University,810,2,646,4,1019,4,0
1726,"Lin, Yu-Chen",National Cheng-Kung University (Taiwan),810,2,915,3,1331,3,0
6675,"Lin, Yupeng",National University of Singapore,810,2,1233,2,1770,2,0
2678,"Liu, Jing",Cheung Kong Graduate School of Business,810,2,185,8,252,11,0
3241,"Liu, Xiaotao (Kelvin)",Northeastern University,810,2,915,3,1331,3,0
4525,"Lopez, Dennis M.",University of Texas at San Antonio,810,2,1233,2,1770,2,0
1739,"Lui, Gladie",Lingnan University,810,2,915,3,1331,3,0
4503,"Luippold, Benjamin L.",Babson College,810,2,1233,2,1770,2,0
1740,"Lukka, Kari",Turku School of Economics,810,2,915,3,454,8,0
3532,"Lulseged, Ayalew",University of North Carolina at Greensboro,810,2,1233,2,1770,2,0
6295,"Lusch, Stephen J.",University of Kansas,810,2,1233,2,1770,2,0
4498,"MacGregor, Jason E.",Baylor University,810,2,1233,2,1770,2,0
447,"Magnan, Michel L.",Concordia University - Montreal,810,2,455,5,804,5,0
1184,"Mahama, Habib",United Arab Emirates University,810,2,915,3,1331,3,0
5591,"Majors, Tracie",University of Southern California,810,2,1233,2,1770,2,0
6256,"Malaescu, Irina","University of Nevada, Las Vegas",810,2,1233,2,1770,2,0
1256,"Maletta, Mario J.",Northeastern University,810,2,646,4,212,12,0
188,"Malina, Mary A.",University of Colorado Denver,810,2,915,3,1019,4,0
1754,"Mansi, Sattar A.",Virginia Tech,810,2,646,4,1019,4,0
1257,"Maroney, James J.",Retired or Emeritus,810,2,646,4,561,7,0
4406,"Martin, Patrick R.",Indiana University Bloomington,810,2,1233,2,1770,2,0
4536,"Martini, Jan Thomas",Bielefeld University,810,2,1233,2,1770,2,0
1762,"Mashruwala, Christina",University of Alberta,810,2,915,3,1331,3,0
3584,"Mashruwala, Shamin D",University of Alberta,810,2,1233,2,1770,2,0
1005,"Matejka, Michal",Arizona State University,810,2,329,6,657,6,0
2961,"Matuszewski, Linda J.",Northern Illinois University,810,2,1233,2,1770,2,0
192,"Mazza, Cheri L.",Practice,810,2,1233,2,1770,2,0
2761,"McCracken, Susan A.",McMaster University,810,2,247,7,454,8,0
879,"McDaniel, Linda S.",Deceased,810,2,646,4,212,12,0
417,"McMillan, Jeffrey J.",Clemson University,810,2,1233,2,1019,4,0
5782,"Meder, Anthony",Binghamton University,810,2,1233,2,1770,2,0
6296,"Mehrpouya, Afshin",HEC Paris,810,2,1233,2,1770,2,0
3464,"Meng, Xiaojing",New York University,810,2,1233,2,1770,2,0
270,"Menon, Krishnagopal",Boston University,810,2,646,4,561,7,0
2368,"Merchant, Kenneth A.",University of Southern California,810,2,455,5,252,11,0
4474,"Mescall, Devan",University of Saskatchewan,810,2,1233,2,1770,2,0
1793,"Milbourn, Todd T.",Washington University in St. Louis,810,2,1233,2,1331,3,0
1795,"Miller, Darius P.",Southern Methodist University,810,2,646,4,804,5,0
3786,"Miller, Fabienne",Worcester Polytechnic Institute,810,2,1233,2,1770,2,0
2137,"Miller, Jeffrey S.",University of Notre Dame,810,2,646,4,657,6,0
913,"Mo, Phyllis Lai Lan",City University of Hong Kong,810,2,646,4,561,7,0
3098,"Modell, Sven",University of Manchester,810,2,1233,2,1770,2,0
5189,"Morales, Jérémy","Royal Holloway, University of London",810,2,1233,2,1770,2,0
1815,"Moroney, Robyn",Monash University,810,2,646,4,1019,4,0
3374,"Morrow, Michaele",Suffolk University,810,2,915,3,1331,3,0
1058,"Moser, William",Miami University,810,2,646,4,1019,4,0
1820,"Mouritsen, Jan",Copenhagen Business School,810,2,455,5,454,8,0
88,"Mueller-Phillips, Jennifer M.",Auburn University,810,2,646,4,657,6,0
5226,"Myllymäki, Emma-Riikka",Aalto University,810,2,1233,2,1770,2,0
1006,"Nagar, Venky",University of Michigan,810,2,646,4,304,10,0
857,"Nagy, Albert L.",John Carroll University,810,2,455,5,804,5,0
544,"Nanda, Dhananjay (DJ)",University of Miami,810,2,455,5,454,8,0
703,"Narayanan, V. G.",Harvard University,810,2,1233,2,454,8,0
2554,"Natarajan, Ramachandran",University of Texas at Dallas,810,2,915,3,1019,4,0
3515,"Nath, Leda",University of Wisconsin-Whitewater,810,2,1233,2,1770,2,0
6234,"Naughton, James P.",Northwestern University,810,2,1233,2,1770,2,0
1835,"Navissi, Farshid",Monash University,810,2,915,3,1019,4,0
2495,"Neal, Terry L.",University of Tennessee Knoxville,810,2,329,6,304,10,0
3929,"Neely, Daniel G.",University of Wisconsin-Milwaukee,810,2,1233,2,1770,2,0
2277,"Nelson, Karen K.",Texas Christian University,810,2,455,5,212,12,0
6339,"Neuman, Stevanie S.",University of Missouri,810,2,1233,2,1770,2,0
752,"Newberry, Kaye J.",University of Houston,810,2,646,4,304,10,0
2537,"Newman, Paul",University of Texas at Austin,810,2,646,4,367,9,0
5360,"Newton, Nathan J.",University of Missouri,810,2,1233,2,1770,2,0
1842,"Ng, Terence Bu-Peow",Nanyang Technological University,810,2,646,4,657,6,0
3238,"Nilsson, Henrik",Stockholm School of Economics,810,2,915,3,1331,3,0
631,"Nutter, Sarah E.",George Mason University,810,2,1233,2,1019,4,0
2599,"Nwaeze, Emeka T.",University of Texas at San Antonio,810,2,915,3,804,5,0
4416,"Oats, Lynne",University of Exeter,810,2,1233,2,1770,2,0
1851,"Ogneva, Maria",University of Southern California,810,2,455,5,804,5,0
2808,"Oler, Mitchell",University of Wyoming,810,2,915,3,1331,3,0
6291,"Olson, Adam J.",University of Cincinnati,810,2,1233,2,1770,2,0
545,"Olsson, Per M.",Duke University,810,2,247,7,367,9,0
5312,"Pan, Carrie",Santa Clara University,810,2,1233,2,1770,2,0
4379,"Parker, Larry M.",Not Found,810,2,1233,2,1770,2,0
1175,"Parker, Robert J.",University of New Orleans,810,2,646,4,657,6,0
797,"Patten, Dennis M.",Illinois State University,810,2,646,4,367,9,0
880,"Payne, Jeff L.",University of Kentucky,810,2,455,5,304,10,0
2615,"Peasnell, Ken V.",Lancaster University,810,2,455,5,657,6,0
881,"Peffer, Sean A.",University of Kentucky,810,2,646,4,367,9,0
5633,"Pelger, Christoph",University of Innsbruck,810,2,1233,2,1770,2,0
2745,"Penalva, Fernando","IESE Business School, University of Navarra",810,2,646,4,1019,4,0
442,"Penman, Stephen H.",Columbia University in the City of New York,810,2,646,4,108,16,0
6257,"Perdana, Arif",University of Queensland,810,2,1233,2,1770,2,0
3570,"Perols, Johan L.",University of San Diego,810,2,1233,2,1770,2,0
3772,"Perreault, Stephen",Providence College,810,2,1233,2,1770,2,0
5295,"Persellin, Julie S.",Trinity University,810,2,1233,2,1770,2,0
2793,"Peters, Michael F.",Villanova University,810,2,915,3,657,6,0
1201,"Petrovits, Christine M.",College of William & Mary,810,2,915,3,1331,3,0
969,"Pfeiffer, Ray J.",Texas Christian University,810,2,1233,2,657,6,0
2594,"Pierce, Bethane Jo",University of Texas at Arlington,810,2,1233,2,804,5,0
5247,"Pike, Byron",Minnesota State University Mankato,810,2,1233,2,1770,2,0
2637,"Pinnuck, Matt",University of Melbourne,810,2,915,3,1331,3,0
4391,"Pippin, Sonja","University of Nevada, Reno",810,2,1233,2,1770,2,0
4375,"Pitre, Terence J.",California State University Sacramento,810,2,1233,2,1770,2,0
1570,"Plehn-Dujowich, Jose M.","University of California, Berkeley",810,2,1233,2,1770,2,0
2775,"Plumlee, R. David",University of Utah,810,2,1233,2,1019,4,0
2616,"Pope, Peter F.",London School of Economics and Political Science,810,2,455,5,657,6,0
567,"Pownall, Grace",Emory University,810,2,646,4,304,10,0
5171,"Prakash, Rachna",University of Mississippi,810,2,1233,2,1770,2,0
5114,"Prasad, Acklesh",Queensland University of Technology,810,2,1233,2,1770,2,0
1977,"Prather-Kinsey, Jenice P.",University of Alabama at Birmingham,810,2,1233,2,1019,4,0
5409,"Proell, Chad A.",Texas Christian University,810,2,1233,2,1770,2,0
1877,"Pronk, Maarten",Erasmus University Rotterdam,810,2,915,3,1331,3,0
6209,"Pündrich, Gabriel",Bocconi University,810,2,1233,2,1770,2,0
5352,"Qu, Hong",Pennsylvania State University,810,2,1233,2,1770,2,0
582,"Radtke, Robin R.",Clemson University,810,2,915,3,804,5,0
643,"Ramnath, Sundaresh",University of Miami,810,2,646,4,804,5,0
883,"Ramsay, Robert J.",University of Kentucky,810,2,329,6,252,11,0
4290,"Ranasinghe, Tharindra",University of Maryland,810,2,1233,2,1770,2,0
5392,"Rasso, Jason T.",University of South Carolina,810,2,1233,2,1770,2,0
5086,"Rau, P. Raghavendra",University of Cambridge,810,2,1233,2,1770,2,0
3221,"Read, William",Bentley University,810,2,455,5,367,9,0
3248,"Rebello, Michael",University of Texas at Dallas,810,2,915,3,1331,3,0
5334,"Reggiani, Francesco",University of Zurich,810,2,1233,2,1770,2,0
937,"Reichelt, Kenneth",Louisiana State University,810,2,915,3,1331,3,0
2295,"Reimers, Jane L.",Retired or Emeritus,810,2,1233,2,367,9,0
3465,"Reppenhagen, David A.",University of Florida,810,2,1233,2,1770,2,0
213,"Reynolds, J. Kenneth",Florida State University,810,2,455,5,561,7,0
991,"Rezaee, Zabihollah",University of Memphis,810,2,646,4,454,8,0
798,"Rich, Jay S.",Illinois State University,810,2,646,4,804,5,0
3912,"Rich, Kevin T.",Marquette University,810,2,1233,2,1770,2,0
2928,"Richardson, Alan J.",University of Windsor,810,2,329,6,178,13,0
2943,"Riley, Jennifer L.",University of Nebraska-Omaha,810,2,915,3,1331,3,0
2840,"Riley, Richard A.",West Virginia University,810,2,646,4,804,5,0
2892,"Rittenberg, Larry E.",Retired or Emeritus,810,2,915,3,454,8,0
2260,"Ro, Byung T.",Not Found,810,2,915,3,804,5,0
421,"Roberts, Michael L.",University of Colorado Denver,810,2,915,3,367,9,0
3387,"Robertson, Jesse C.",University of North Texas,810,2,1233,2,1770,2,0
1905,"Robin, Ashok J.",Rochester Insitute of Technology,810,2,915,3,804,5,0
339,"Robson, Keith",HEC Paris,810,2,455,5,252,11,0
3329,"Roelofsen, Erik",Erasmus University Rotterdam,810,2,1233,2,1770,2,0
3054,"Rohde, Fiona H.",University of Queensland,810,2,915,3,1331,3,0
5481,"Rohlfing-Bastian, Anna",Goethe University Frankfurt,810,2,1233,2,1770,2,0
452,"Rosman, Andrew J.",Fairleigh Dickinson University,810,2,1233,2,1019,4,0
6284,"Rupar, Kathy K.",University of Florida,810,2,1233,2,1770,2,0
1268,"Rusticus, Tjomme O.",University of Minnesota,810,2,915,3,1331,3,0
2713,"Şabac, Florin",University of Alberta,810,2,455,5,657,6,0
4411,"Samiolo, Rita",University of Innsbruck,810,2,1233,2,1770,2,0
1920,"Sappington, David E. M.",University of Florida,810,2,455,5,561,7,0
380,"Sapra, Haresh",University of Chicago,810,2,329,6,454,8,0
1923,"Sawers, Kimberly M.",Seattle Pacific University,810,2,915,3,1331,3,0
3658,"Schaupp, Ludwig Christian",West Virginia University,810,2,1233,2,1770,2,0
3187,"Schelleman, Caren",Maastricht University,810,2,915,3,1331,3,0
3390,"Schloetzer, Jason D.",Georgetown University,810,2,1233,2,1770,2,0
3517,"Schmidt, Regan N.",University of Saskatchewan,810,2,1233,2,1770,2,0
3505,"Schnee, Edward",University of Alabama,810,2,1233,2,1770,2,0
4392,"Schoute, Martijn",Vrije (VU) University Amsterdam,810,2,1233,2,1770,2,0
2237,"Schrand, Catherine M.",University of Pennsylvania,810,2,1233,2,561,7,0
2638,"Schulz, Axel K-D.",La Trobe University,810,2,915,3,804,5,0
2763,"Segal, Dan",Reichman University (IDC Herzliya),810,2,185,8,454,8,0
6586,"Seidel, Timothy A.",Brigham Young University,810,2,1233,2,1770,2,0
3431,"Seifert, Deborah",Illinois State University,810,2,1233,2,1770,2,0
4378,"Sellers, R. Drew",Kent State University,810,2,1233,2,1770,2,0
5492,"Sellhorn, Thorsten",Ludwig Maximilian University of Munich,810,2,1233,2,1770,2,0
5585,"Shan, Yaowen",University of Technology Sydney,810,2,1233,2,1770,2,0
1061,"Shaw, Kenneth W.",University of Missouri,810,2,455,5,657,6,0
3495,"Shengquan, Hao",Not Found,810,2,1233,2,1770,2,0
3558,"Shepardson, Marcy L.",Indiana University Bloomington,810,2,1233,2,1770,2,0
4465,"Shi, Linna",University of Cincinnati,810,2,1233,2,1770,2,0
1138,"Shih, Michael S. H.",University of Windsor,810,2,1233,2,804,5,0
3808,"Silvola, Hanna",Aalto University,810,2,1233,2,1770,2,0
5711,"Singhvi, Meghna",Loyola Marymount University,810,2,1233,2,1770,2,0
3394,"Sisneros, Craig A.",University of Colorado Denver,810,2,1233,2,1770,2,0
4687,"Sivabalan, Prabhu",University of Technology Sydney,810,2,1233,2,1770,2,0
3209,"Skærbæk, Peter",Copenhagen Business School,810,2,915,3,1331,3,0
3197,"Smith, David",University of Queensland,810,2,455,5,804,5,0
1156,"Smith, David B.",University of Nebraska-Lincoln,810,2,646,4,561,7,0
972,"Smith, James F.",Retired or Emeritus,810,2,1233,2,657,6,0
273,"Smith, Michael J.",Boston University,810,2,915,3,561,7,0
6740,"Snow, Neal M.",Lehigh University,810,2,1233,2,1770,2,0
2670,"Soliman, Mark T.",University of Southern California,810,2,133,9,304,10,0
3580,"Song, Byron",Hong Kong Baptist University,810,2,1233,2,1770,2,0
3396,"Song, Chang Joon",Hanyang University,810,2,1233,2,1770,2,0
3780,"Song, Hakjoon",California State University Dominguez Hills,810,2,1233,2,1770,2,0
267,"Soo, Billy S.",Boston College,810,2,915,3,454,8,0
4409,"Spencer, Angela Wheeler",Oklahoma State University,810,2,1233,2,1770,2,0
1269,"Sridharan, Sri (Swaminathan)",Northwestern University,810,2,329,6,146,14,0
1972,"Srivastava, Anup",Dartmouth College,810,2,915,3,1331,3,0
3588,"Stanley, Jonathan D.",Auburn University,810,2,1233,2,1770,2,0
3924,"Stephens, Nathaniel M.",Utah State University,810,2,1233,2,1770,2,0
6883,"Stewart, Bryan W.",Brigham Young University,810,2,1233,2,1770,2,0
6812,"Stikeleather, Bryan R.",University of South Carolina,810,2,1233,2,1770,2,0
3694,"Stratopoulos, Theophanis C.",University of Waterloo,810,2,1233,2,1770,2,0
2628,"Strong, Norman",University of Manchester,810,2,915,3,1019,4,0
5564,"Subasi, Musa",University of Maryland,810,2,1233,2,1770,2,0
5486,"Sudbury, Austin",Carnegie Mellon University,810,2,1233,2,1770,2,0
2309,"Sun, Lili",University of North Texas,810,2,646,4,1019,4,0
3400,"Sun, Yan",Saint Louis University,810,2,1233,2,1770,2,0
6616,"Swanquist, Quinn T.",Georgia State University,810,2,1233,2,1770,2,0
2509,"Swanson, Edward P.",Texas A&M University,810,2,455,5,252,11,0
2849,"Sweeney, John T.",University of Kansas,810,2,915,3,454,8,0
921,"Tamayo, Ane",London School of Economics and Political Science,810,2,646,4,1019,4,0
505,"Tan, Christine E. L.",Practice,810,2,646,4,804,5,0
2000,"Tan, Hongping",York University,810,2,915,3,1331,3,0
3296,"Tan, Seet-Koh",Nanyang Technological University,810,2,646,4,1019,4,0
6239,"Tang, Charles Y.",Pace University,810,2,1233,2,1770,2,0
5519,"Tanlu, Lloyd J.",Northeastern University,810,2,1233,2,1770,2,0
1161,"Tate, Stefanie L.",University of Massachusetts Lowell,810,2,915,3,1331,3,0
3071,"Taylor, Eileen Z.",North Carolina State University,810,2,646,4,1019,4,0
2008,"Thomas, Shawn E.",University of Pittsburgh,810,2,1233,2,1331,3,0
6802,"Thomas, Tyler F.",University of Wisconsin-Madison,810,2,1233,2,1770,2,0
6895,"Thornock, Todd A.",Iowa State University,810,2,1233,2,1770,2,0
6646,"Tian, Yu",University of Central Florida,810,2,1233,2,1770,2,0
4449,"Tompkins, James G.",Kennesaw State University,810,2,1233,2,1770,2,0
2016,"Toms, J. Steven",University of Leeds,810,2,915,3,804,5,0
5603,"Towery, Erin M.",University of Georgia,810,2,1233,2,1770,2,0
3543,"Tripathy, Arindam",University of Washington-Tacoma,810,2,1233,2,1770,2,0
6207,"Trotman, Andrew J.",Northeastern University,810,2,1233,2,1770,2,0
2595,"Tsay, Jeffrey J.",University of Texas at Arlington,810,2,1233,2,1331,3,0
2510,"Tse, Senyo Y.",Texas A&M University,810,2,455,5,252,11,0
741,"Tsui, Judy S. L.",Practice,810,2,1233,2,561,7,0
2030,"Unerman, Jeffrey","Royal Holloway, University of London",810,2,646,4,1019,4,0
3404,"Usrey, Spencer",University of Tennessee at Chattanooga,810,2,1233,2,1770,2,0
4078,"Valencia, Adrian",Florida Gulf Coast University,810,2,1233,2,1770,2,0
1367,"Van Buskirk, Andrew",The Ohio State University,810,2,646,4,804,5,0
5109,"van der Heijden, Hans","Royal Holloway, University of London",810,2,1233,2,1770,2,0
5119,"Van Grembergen, Wim",Retired or Emeritus,810,2,1233,2,1770,2,0
2564,"van Lent, Laurence",Tilburg University,810,2,455,5,804,5,0
4404,"van Rinsum, Marcel",Erasmus University Rotterdam,810,2,1233,2,1770,2,0
3265,"Van Veen-Dirks, Paula",University of Groningen,810,2,915,3,1331,3,0
2556,"Vargus, Mark E.",Drexel University,810,2,915,3,1019,4,0
6610,"Veeraraghavan, Madhu",T A Pai Management Institute,810,2,1233,2,1770,2,0
3405,"Veliotis, Stanley",Fordham University,810,2,1233,2,1770,2,0
2148,"Vera-Muñoz, Sandra C.",University of Notre Dame,810,2,646,4,657,6,0
3213,"Vermeer, Thomas",University of Delaware,810,2,455,5,804,5,0
2521,"Viator, Ralph E.",Texas Tech University,810,2,455,5,178,13,0
3406,"Victoravich, Lisa Marie",University of Denver,810,2,1233,2,1770,2,0
626,"Visvanathan, Gnanakumar",George Mason University,810,2,915,3,804,5,0
5612,"Wahid, Aida Sijamic",University of Toronto,810,2,1233,2,1770,2,0
5279,"Wainberg, James S",Florida Atlantic University,810,2,1233,2,1770,2,0
1272,"Walther, Beverly R.",Northwestern University,810,2,646,4,178,13,0
5456,"Wang, Rencheng",University of Queensland,810,2,1233,2,1770,2,0
3556,"Wang, Shiheng",Hong Kong University of Science and Technology,810,2,1233,2,1770,2,0
2894,"Warfield, Terry D.",University of Wisconsin-Madison,810,2,455,5,178,13,0
3560,"Wei, Kelsey D.",University of Texas at Dallas,810,2,1233,2,1770,2,0
2272,"Welker, Michael",Queen's University,810,2,646,4,304,10,0
2390,"Welker, Robert B.",Retired or Emeritus,810,2,646,4,212,12,0
4497,"Westermann, Kimberly","California State Polytechnic University, San Luis Obis",810,2,1233,2,1770,2,0
2387,"White, Richard A.",Retired or Emeritus,810,2,646,4,454,8,0
6617,"Whited, Robert L.",University of Massachusetts Amherst,810,2,1233,2,1770,2,0
2702,"Wiedman, Christine I.",University of Waterloo,810,2,329,6,367,9,0
2716,"Wier, Heather A.",University of Alberta,810,2,646,4,561,7,0
2108,"Wilkin, Carla L.",Monash University,810,2,1233,2,1770,2,0
454,"Willenborg, Michael",University of Connecticut,810,2,247,7,252,11,0
1116,"Williams, Paul F.",North Carolina State University,810,2,646,4,804,5,0
2790,"Willis, Richard H.",Vanderbilt University,810,2,646,4,454,8,0
6769,"Wilson, Mark",Australian National University,810,2,1233,2,1770,2,0
5753,"Wolfe, Michael C.",Virginia Tech,810,2,1233,2,1770,2,0
2851,"Wong-On-Wing, Bernard",Washington State University,810,2,646,4,367,9,0
3409,"Wong, Raymond M. K.",City University of Hong Kong,810,2,1233,2,1770,2,0
3516,"Wood, David",Harvard University,810,2,1233,2,1770,2,0
4412,"Woods, Alexander",College of William & Mary,810,2,1233,2,1770,2,0
975,"Wright, Sally",Retired or Emeritus,810,2,455,5,454,8,0
6290,"Wu, Biyu",University of Nebraska-Lincoln,810,2,1233,2,1770,2,0
5615,"Wu, Shu-Ling",National Taiwan University,810,2,1233,2,1770,2,0
4579,"Wu, Steve Yu-Ching",University of Hong Kong,810,2,1233,2,1770,2,0
5415,"Wu, Yi-Jing",Texas Tech University,810,2,1233,2,1770,2,0
5238,"Xu, Jin",Virginia Tech,810,2,1233,2,1770,2,0
2189,"Xu, Yin",Old Dominion University,810,2,646,4,1019,4,0
2544,"Xue, Yanfeng",George Washington University,810,2,915,3,1331,3,0
5602,"Yan, Meng",Fordham University,810,2,1233,2,1770,2,0
1035,"Yang, Joon S.",Sogang University,810,2,646,4,804,5,0
5141,"Yang, Rong",Rochester Insitute of Technology,810,2,1233,2,1770,2,0
5372,"Ye, Minlei",University of Toronto,810,2,1233,2,1770,2,0
3278,"Yehuda, Nir",University of Texas at Dallas,810,2,915,3,1331,3,0
4399,"Yen, Alex C.",Boston College,810,2,1233,2,1770,2,0
743,"Yi, Cheong H.",City University of Hong Kong,810,2,915,3,1331,3,0
3507,"Yoder, Timothy R.",Not Found,810,2,1233,2,1770,2,0
6246,"Young, Donald",Georgia Institute of Technology,810,2,1233,2,1770,2,0
2617,"Young, Steven",Lancaster University,810,2,915,3,1019,4,0
509,"Young, Susan M.",Fordham University,810,2,1233,2,1019,4,0
2291,"Zang, Amy Y.",Hong Kong University of Science and Technology,810,2,646,4,1019,4,0
1204,"Zarowin, Paul A.",New York University,810,2,455,5,178,13,0
5074,"Zeng, Yachang",Nanyang Technological University,810,2,1233,2,1770,2,0
6253,"Zhang, Bohui",UNSW Sydney,810,2,1233,2,1770,2,0
5526,"Zhang, Fang -",,810,2,1233,2,1770,2,0
5325,"Zhang, Hao",Rochester Insitute of Technology,810,2,1233,2,1770,2,0
5318,"Zhang, Harold H.",University of Texas at Dallas,810,2,1233,2,1770,2,0
5339,"Zhang, Jean X.",Virginia Commonwealth University,810,2,1233,2,1770,2,0
3664,"Zhang, Jixun",Nankai University,810,2,1233,2,1770,2,0
2767,"Zhang, Ping",University of Toronto,810,2,455,5,367,9,0
5201,"Zhang, Suning",University of Iowa,810,2,1233,2,1770,2,0
3533,"Zhang, Tianming",Florida State University,810,2,1233,2,1770,2,0
4464,"Zhang, Ting",University of Dayton,810,2,1233,2,1770,2,0
2457,"Zhang, Wei",University at Albany – State University of New York,810,2,915,3,1331,3,0
5401,"Zhang, Wenjun",Not Found,810,2,1233,2,1770,2,0
2686,"Zheng, Liu",City University of Hong Kong,810,2,1233,2,1331,3,0
5105,"Zheng, Xiaochuan",Bryant University,810,2,1233,2,1770,2,0
5461,"Zhou, Bo",Shanghai University of Finance and Economics,810,2,1233,2,1770,2,0
5200,"Zhou, Gaoguang (Stephen)",Not Found,810,2,1233,2,1770,2,0
2462,"Zhou, Nan",Binghamton University,810,2,646,4,1019,4,0
3453,"Zhu, Xindong (Kevin)",City University of Hong Kong,810,2,1233,2,1770,2,0
886,"Ziebart, David A.",University of Kentucky,810,2,1233,2,804,5,0
6611,"Zolotoy, Leon",University of Melbourne,810,2,1233,2,1770,2,0
5313,"Zuo, Luo",Cornell University,810,2,1233,2,1770,2,0
2134,"Zutter, Chad J.",University of Pittsburgh,810,2,915,3,1331,3,0
6770,"Acharya, Viral V.",New York University,1366,1,1864,1,2610,1,0
5776,"Adams, Brian",University of Portland,1366,1,1864,1,2610,1,0
1045,"Addy, Noel D.",Mississippi State University,1366,1,1864,1,1331,3,0
3538,"Adler, Paul S.",University of Southern California,1366,1,1864,1,2610,1,0
4440,"Aggarwal, Raj",Practice,1366,1,1864,1,2610,1,0
4577,"Aggarwal, Rajesh K.",Northeastern University,1366,1,1864,1,2610,1,0
6907,"Ahearne, Michael J.",University of Houston,1366,1,1864,1,2610,1,0
3330,"Ahn, Tae Sik",Seoul National University,1366,1,1864,1,2610,1,0
1288,"Aier, Jagadison K.",George Mason University,1366,1,646,4,1019,4,0
5744,"Aisbitt, Sally",Deceased,1366,1,1864,1,2610,1,0
6817,"Akbas, Ferhat",University of Kansas,1366,1,1864,1,2610,1,0
2999,"Akins, Brian K",Rice University,1366,1,1864,1,2610,1,0
5124,"Akresh, Abraham D.",Practice,1366,1,1864,1,2610,1,0
4513,"Alali, Fatima A.",California State University Fullerton,1366,1,1864,1,2610,1,0
873,"Alam, Pervaiz",Kent State University,1366,1,915,3,1331,3,0
3242,"Albuquerque, Ana",Boston University,1366,1,1233,2,1770,2,0
5626,"Alencar, Paulo S.",University of Waterloo,1366,1,1864,1,2610,1,0
5343,"Alexander, Cindy R.",Practice,1366,1,1864,1,2610,1,0
5106,"Ali, Syaiful",Gadjah Mada University,1366,1,1864,1,2610,1,0
5160,"Allen, Abigail",Brigham Young University,1366,1,1864,1,2610,1,0
1150,"Allen, Arthur C.",University of Nebraska-Lincoln,1366,1,1864,1,1331,3,0
5239,"Allen, Eric J.",University of Southern California,1366,1,1864,1,2610,1,0
6266,"Altschuler, Dora",Practice,1366,1,1864,1,2610,1,0
6272,"Amel-Zadeh, Amir",University of Oxford,1366,1,1864,1,2610,1,0
1207,"Amer, Tarek",Northern Arizona University,1366,1,915,3,561,7,0
5641,"Amin, Keval",State University of New York at Stony Brook,1366,1,1864,1,2610,1,0
4566,"Ammer, John",Practice,1366,1,1864,1,2610,1,0
5577,"An, Heng",University of North Carolina at Greensboro,1366,1,1864,1,2610,1,0
3660,"Ananthanarayanan, Umapathy",New York Institute of Technology,1366,1,1864,1,2610,1,0
6596,"Anderson, Spencer B.",University of Illinois at Urbana-Champaign,1366,1,1864,1,2610,1,0
2522,"Anderson, Urton",University of Kentucky,1366,1,1233,2,561,7,0
5734,"Ang, James",Florida State University,1366,1,1864,1,2610,1,0
2923,"Annisette, Marcia",York University,1366,1,1864,1,1331,3,0
932,"Apostolou, Barbara A.",West Virginia University,1366,1,1864,1,1770,2,0
5476,"Arbore, Alessandro",Bocconi University,1366,1,1864,1,2610,1,0
3762,"Archel, Pablo",Universidad PÃƒÂºblica de Navarra,1366,1,1864,1,2610,1,0
3255,"Arena, Marika",Politecnico Di Milano,1366,1,1864,1,2610,1,0
6823,"Arif, Salman",Indiana University Bloomington,1366,1,1864,1,2610,1,0
3303,"Arnaboldi, Michela",Politecnico Di Milano,1366,1,1864,1,2610,1,0
2897,"Arnold, Patricia J.",Not Found,1366,1,646,4,367,9,0
5496,"Arora, Navneet",Not Found,1366,1,1864,1,2610,1,0
5370,"Arping, Stefan",University of Amsterdam,1366,1,1864,1,2610,1,0
